period,variable,value
19,Y_11,0.019825391393726757
20,Y_11,0.017923411368844518
21,Y_11,0.016244729324350178
22,Y_11,0.014763239035073752
23,Y_11,0.013455110451462318
24,Y_11,0.012298991742042693
25,Y_11,0.011275982572342835
26,Y_11,0.010369485167072546
27,Y_11,0.009564997957935327
28,Y_11,0.008849890129691585
29,Y_11,0.008213178785580222
30,Y_11,0.007645320224502626
31,Y_11,0.007138020645132473
32,Y_11,0.00668406796767392
33,Y_11,0.006277184428143902
34,Y_11,0.005911898537320481
35,Y_11,0.005583434517384051
36,Y_11,0.00528761718976601
37,Y_11,0.0050207903368355645
38,Y_11,0.004779746705889797
39,Y_11,0.004561668011744216
40,Y_11,0.004364073492509627
1,PH_11,-0.09600807814702304
2,PH_11,-0.13552009764033995
3,PH_11,-0.14124003332885998
4,PH_11,-0.13410750221880477
5,PH_11,-0.12314071534757864
6,PH_11,-0.11194051361321157
7,PH_11,-0.10178338801728433
8,PH_11,-0.09298580574210623
9,PH_11,-0.08549667240891838
10,PH_11,-0.07914742637099972
11,PH_11,-0.07375209953528407
12,PH_11,-0.06914304790005293
13,PH_11,-0.06518018344792521
14,PH_11,-0.06175012492027885
15,PH_11,-0.05876217489002693
16,PH_11,-0.056143863221180756
17,PH_11,-0.053837014673183234
18,PH_11,-0.051794569678639144
19,PH_11,-0.0499781152145256
20,PH_11,-0.04835600165344269
21,PH_11,-0.04690191516610284
22,PH_11,-0.04559379404920329
23,PH_11,-0.04441300119920743
24,PH_11,-0.04334368654597594
25,PH_11,-0.04237229061677401
26,PH_11,-0.04148715357695485
27,PH_11,-0.040678203794243716
28,PH_11,-0.039936706998214784
29,PH_11,-0.03925506215253591
30,PH_11,-0.038626633773696004
31,PH_11,-0.0380456130261279
32,PH_11,-0.03750690179699868
33,PH_11,-0.03700601531600244
34,PH_11,-0.036538999885321444
35,PH_11,-0.0361023630269926
36,PH_11,-0.03569301391232451
37,PH_11,-0.03530821236196121
38,PH_11,-0.03494552503169153
39,PH_11,-0.0346027876536261
40,PH_11,-0.03427807240306496
1,MC_11,0.5243304186522335
2,MC_11,0.050140358052493096
3,MC_11,-0.09371486032143637
4,MC_11,-0.11420144098265736
5,MC_11,-0.09664416683452658
6,MC_11,-0.07288299124167481
7,MC_11,-0.05310552296769764
8,MC_11,-0.03928173126854142
9,MC_11,-0.030651843895992795
10,MC_11,-0.025843015441327676
11,MC_11,-0.023597266828396933
12,MC_11,-0.022955758646654792
13,MC_11,-0.023250221070710748
14,MC_11,-0.02404075408671496
15,MC_11,-0.025050736740543766
16,MC_11,-0.02611404398742971
17,MC_11,-0.02713650607184861
18,MC_11,-0.028069328926144214
19,MC_11,-0.02889142458021794
20,MC_11,-0.029597981020327454
21,MC_11,-0.03019324021820157
22,MC_11,-0.03068604184527624
23,MC_11,-0.031087148465431976
24,MC_11,-0.031407698012736844
25,MC_11,-0.03165835686989367
26,MC_11,-0.031848899461067344
27,MC_11,-0.03198804070737453
28,MC_11,-0.032083412860423766
29,MC_11,-0.032141620015524196
30,MC_11,-0.03216833010898172
31,MC_11,-0.03216838082559837
32,MC_11,-0.032145886135510865
33,MC_11,-0.032104336454749915
34,MC_11,-0.03204668917168797
35,MC_11,-0.03197544845570355
36,MC_11,-0.031892734470987276
37,MC_11,-0.031800342739621436
38,MC_11,-0.03169979467282124
39,MC_11,-0.031592380365402004
40,MC_11,-0.03147919471644376
1,L_11,-0.19036260466213203
2,L_11,-0.05167932976027604
3,L_11,0.015470649850918887
4,L_11,0.04711952477551885
5,L_11,0.06052717678058973
